"internal_taxon_name","GL_estimate","Source"
"Coleonyx gypsicolus",5.4,"Mancini et al. (2025, Ecography)"
"Coleonyx switaki",4.4,"Mancini et al. (2025, Ecography)"
"Phyllodactylus bordai",2.9,"Mancini et al. (2025, Ecography)"
"Phyllodactylus bugastrolepis",4.3,"Mancini et al. (2025, Ecography)"
"Phyllodactylus davisi",3,"Mancini et al. (2025, Ecography)"
"Phyllodactylus delcampoi",3.7,"Mancini et al. (2025, Ecography)"
"Phyllodactylus duellmani",2.2,"Mancini et al. (2025, Ecography)"
"Phyllodactylus homolepidurus",3.8,"Mancini et al. (2025, Ecography)"
"Phyllodactylus lanei",3.5,"Mancini et al. (2025, Ecography)"
"Phyllodactylus muralis",3,"Mancini et al. (2025, Ecography)"
"Phyllodactylus partidus",4.7,"Mancini et al. (2025, Ecography)"
"Phyllodactylus paucituberculatus",3.2,"Mancini et al. (2025, Ecography)"
"Phyllodactylus unctus",3.4,"Mancini et al. (2025, Ecography)"
"Phyllodactylus xanti",3.3,"Mancini et al. (2025, Ecography)"
"Rena bressoni",3.2,"Mancini et al. (2025, Ecography)"
"Rena dulcis",3.4,"Mancini et al. (2025, Ecography)"
"Rena humilis",4.2,"Mancini et al. (2025, Ecography)"
"Rena maxima",3.1,"Mancini et al. (2025, Ecography)"
"Holbrookia elegans",3.6,"Mancini et al. (2025, Ecography)"
"Holbrookia lacerata",3.4,"Mancini et al. (2025, Ecography)"
"Holbrookia propinqua",3.1,"Mancini et al. (2025, Ecography)"
"Petrosaurus slevini",5.1,"Mancini et al. (2025, Ecography)"
"Phrynosoma braconnieri",3.2,"Mancini et al. (2025, Ecography)"
"Phrynosoma ditmarsi",4.2,"Mancini et al. (2025, Ecography)"
"Phrynosoma orbiculare",4.6,"Mancini et al. (2025, Ecography)"
"Phrynosoma taurus",3.3,"Mancini et al. (2025, Ecography)"
"Sceloporus adleri",3.1,"Mancini et al. (2025, Ecography)"
"Sceloporus aeneus",3.1,"Mancini et al. (2025, Ecography)"
"Sceloporus anahuacus",3,"Mancini et al. (2025, Ecography)"
"Sceloporus angustus",4.8,"Mancini et al. (2025, Ecography)"
"Sceloporus asper",3.4,"Mancini et al. (2025, Ecography)"
"Sceloporus bulleri",4,"Mancini et al. (2025, Ecography)"
"Sceloporus carinatus",2.9,"Mancini et al. (2025, Ecography)"
"Sceloporus cautus",4,"Mancini et al. (2025, Ecography)"
"Sceloporus chaneyi",3,"Mancini et al. (2025, Ecography)"
"Sceloporus chrysostictus",2.5,"Mancini et al. (2025, Ecography)"
"Sceloporus clarkii",5.3,"Mancini et al. (2025, Ecography)"
"Sceloporus couchii",3.2,"Mancini et al. (2025, Ecography)"
"Sceloporus cozumelae",2.4,"Mancini et al. (2025, Ecography)"
"Sceloporus cryptus",3.3,"Mancini et al. (2025, Ecography)"
"Sceloporus cyanostictus",3.7,"Mancini et al. (2025, Ecography)"
"Sceloporus dugesii",3.5,"Mancini et al. (2025, Ecography)"
"Sceloporus edwardtaylori",3.3,"Mancini et al. (2025, Ecography)"
"Sceloporus exsul",3,"Mancini et al. (2025, Ecography)"
"Sceloporus formosus",3.6,"Mancini et al. (2025, Ecography)"
"Sceloporus gadoviae",2.9,"Mancini et al. (2025, Ecography)"
"Sceloporus goldmani",3.2,"Mancini et al. (2025, Ecography)"
"Sceloporus grandaevus",4.1,"Mancini et al. (2025, Ecography)"
"Sceloporus heterolepis",3.2,"Mancini et al. (2025, Ecography)"
"Sceloporus horridus",4,"Mancini et al. (2025, Ecography)"
"Sceloporus hunsakeri",3.6,"Mancini et al. (2025, Ecography)"
"Sceloporus insignis",3.4,"Mancini et al. (2025, Ecography)"
"Sceloporus internasalis",3.3,"Mancini et al. (2025, Ecography)"
"Sceloporus jalapae",3,"Mancini et al. (2025, Ecography)"
"Sceloporus lemosespinali",3.4,"Mancini et al. (2025, Ecography)"
"Sceloporus licki",3.8,"Mancini et al. (2025, Ecography)"
"Sceloporus lundelli",3.3,"Mancini et al. (2025, Ecography)"
"Sceloporus macdougalli",2.8,"Mancini et al. (2025, Ecography)"
"Sceloporus maculosus",2.7,"Mancini et al. (2025, Ecography)"
"Sceloporus melanorhinus",3.4,"Mancini et al. (2025, Ecography)"
"Sceloporus minor",3.6,"Mancini et al. (2025, Ecography)"
"Sceloporus mucronatus",4.4,"Mancini et al. (2025, Ecography)"
"Sceloporus nelsoni",3.1,"Mancini et al. (2025, Ecography)"
"Sceloporus ochoterenae",2.6,"Mancini et al. (2025, Ecography)"
"Sceloporus ornatus",3.8,"Mancini et al. (2025, Ecography)"
"Sceloporus palaciosi",3.9,"Mancini et al. (2025, Ecography)"
"Sceloporus parvus",2.8,"Mancini et al. (2025, Ecography)"
"Sceloporus pyrocephalus",2.8,"Mancini et al. (2025, Ecography)"
"Sceloporus salvini",3.9,"Mancini et al. (2025, Ecography)"
"Sceloporus samcolemani",3.2,"Mancini et al. (2025, Ecography)"
"Sceloporus siniferus",2.5,"Mancini et al. (2025, Ecography)"
"Sceloporus smaragdinus",3.3,"Mancini et al. (2025, Ecography)"
"Sceloporus smithi",2.7,"Mancini et al. (2025, Ecography)"
"Sceloporus spinosus",4.6,"Mancini et al. (2025, Ecography)"
"Sceloporus stejnegeri",3.3,"Mancini et al. (2025, Ecography)"
"Sceloporus subpictus",3.1,"Mancini et al. (2025, Ecography)"
"Sceloporus sugillatus",4.2,"Mancini et al. (2025, Ecography)"
"Sceloporus taeniocnemis",3.4,"Mancini et al. (2025, Ecography)"
"Sceloporus tanneri",3.7,"Mancini et al. (2025, Ecography)"
"Sceloporus teapensis",2.7,"Mancini et al. (2025, Ecography)"
"Uma exsul",4.3,"Mancini et al. (2025, Ecography)"
"Uma paraphygas",4,"Mancini et al. (2025, Ecography)"
"Uma scoparia",4.6,"Mancini et al. (2025, Ecography)"
"Urosaurus auriculatus",3.4,"Mancini et al. (2025, Ecography)"
"Urosaurus bicarinatus",2.6,"Mancini et al. (2025, Ecography)"
"Urosaurus clarionensis",3.2,"Mancini et al. (2025, Ecography)"
"Urosaurus gadovi",2.2,"Mancini et al. (2025, Ecography)"
"Urosaurus lahtelai",3.2,"Mancini et al. (2025, Ecography)"
"Urosaurus nigricaudus",3.3,"Mancini et al. (2025, Ecography)"
"Uta encantadae",4,"Mancini et al. (2025, Ecography)"
"Uta lowei",3.9,"Mancini et al. (2025, Ecography)"
"Uta nolascensis",3.5,"Mancini et al. (2025, Ecography)"
"Uta squamata",3.4,"Mancini et al. (2025, Ecography)"
"Uta tumidarostra",4.2,"Mancini et al. (2025, Ecography)"
"Anolis alvarezdeltoroi",2.5,"Mancini et al. (2025, Ecography)"
"Anolis anisolepis",2.5,"Mancini et al. (2025, Ecography)"
"Anolis barkeri",3.3,"Mancini et al. (2025, Ecography)"
"Anolis compressicauda",2.2,"Mancini et al. (2025, Ecography)"
"Anolis cuprinus",2.3,"Mancini et al. (2025, Ecography)"
"Anolis cymbops",2,"Mancini et al. (2025, Ecography)"
"Anolis duellmani",1.6,"Mancini et al. (2025, Ecography)"
"Anolis dunni",2.2,"Mancini et al. (2025, Ecography)"
"Anolis hobartsmithi",2.2,"Mancini et al. (2025, Ecography)"
"Anolis boulengerianus",2.8,"Mancini et al. (2025, Ecography)"
"Anolis liogaster",2.6,"Mancini et al. (2025, Ecography)"
"Anolis macrinii",3.1,"Mancini et al. (2025, Ecography)"
"Anolis megapholidotus",2.2,"Mancini et al. (2025, Ecography)"
"Anolis microlepidotus",2.3,"Mancini et al. (2025, Ecography)"
"Anolis milleri",2.6,"Mancini et al. (2025, Ecography)"
"Anolis naufragus",2.5,"Mancini et al. (2025, Ecography)"
"Anolis nebuloides",2.4,"Mancini et al. (2025, Ecography)"
"Anolis omiltemanus",2.1,"Mancini et al. (2025, Ecography)"
"Anolis parvicirculatus",2.1,"Mancini et al. (2025, Ecography)"
"Anolis rubiginosus",2.5,"Mancini et al. (2025, Ecography)"
"Anolis pygmaeus",1.6,"Mancini et al. (2025, Ecography)"
"Anolis quercorum",2.2,"Mancini et al. (2025, Ecography)"
"Anolis schiedii",2.7,"Mancini et al. (2025, Ecography)"
"Anolis subocularis",2.2,"Mancini et al. (2025, Ecography)"
"Anolis taylori",2.5,"Mancini et al. (2025, Ecography)"
"Plestiodon anthracinus",4.4,"Mancini et al. (2025, Ecography)"
"Plestiodon brevirostris",3.5,"Mancini et al. (2025, Ecography)"
"Plestiodon callicephalus",4.2,"Mancini et al. (2025, Ecography)"
"Plestiodon colimensis",3.1,"Mancini et al. (2025, Ecography)"
"Plestiodon copei",4.6,"Mancini et al. (2025, Ecography)"
"Plestiodon dugesii",3.6,"Mancini et al. (2025, Ecography)"
"Plestiodon egregius",2.8,"Mancini et al. (2025, Ecography)"
"Plestiodon gilberti",6.6,"Mancini et al. (2025, Ecography)"
"Plestiodon lagunensis",3.5,"Mancini et al. (2025, Ecography)"
"Plestiodon lynxe",4.1,"Mancini et al. (2025, Ecography)"
"Plestiodon multilineatus",5.2,"Mancini et al. (2025, Ecography)"
"Plestiodon multivirgatus",5.2,"Mancini et al. (2025, Ecography)"
"Plestiodon ochoterenae",3,"Mancini et al. (2025, Ecography)"
"Plestiodon parviauriculatus",3.1,"Mancini et al. (2025, Ecography)"
"Plestiodon parvulus",2.8,"Mancini et al. (2025, Ecography)"
"Plestiodon tetragrammus",3.7,"Mancini et al. (2025, Ecography)"
"Mesoscincus altamirani",4,"Mancini et al. (2025, Ecography)"
"Mesoscincus schwartzei",4.6,"Mancini et al. (2025, Ecography)"
"Scincella gemmingeri",3.4,"Mancini et al. (2025, Ecography)"
"Scincella silvicola",2.9,"Mancini et al. (2025, Ecography)"
"Amerotyphlops microstomus",4.1,"Mancini et al. (2025, Ecography)"
"Amerotyphlops tenuis",3.8,"Mancini et al. (2025, Ecography)"
"Atropoides nummifer",6.9,"Mancini et al. (2025, Ecography)"
"Atropoides olmec",6.5,"Mancini et al. (2025, Ecography)"
"Bothriechis aurifer",7.4,"Mancini et al. (2025, Ecography)"
"Bothriechis bicolor",8,"Mancini et al. (2025, Ecography)"
"Bothriechis rowleyi",7.5,"Mancini et al. (2025, Ecography)"
"Mixcoatlus barbouri",5.7,"Mancini et al. (2025, Ecography)"
"Cerrophidion petlalcalensis",6.2,"Mancini et al. (2025, Ecography)"
"Cerrophidion tzotzilorum",6,"Mancini et al. (2025, Ecography)"
"Crotalus aquilus",7,"Mancini et al. (2025, Ecography)"
"Crotalus basiliscus",10.4,"Mancini et al. (2025, Ecography)"
"Crotalus cerastes",7.7,"Mancini et al. (2025, Ecography)"
"Crotalus enyo",7.7,"Mancini et al. (2025, Ecography)"
"Crotalus intermedius",6.2,"Mancini et al. (2025, Ecography)"
"Crotalus lannomi",5.9,"Mancini et al. (2025, Ecography)"
"Crotalus lepidus",8.3,"Mancini et al. (2025, Ecography)"
"Crotalus pusillus",6,"Mancini et al. (2025, Ecography)"
"Crotalus ravus",7,"Mancini et al. (2025, Ecography)"
"Crotalus ruber",11.9,"Mancini et al. (2025, Ecography)"
"Crotalus scutulatus",10.5,"Mancini et al. (2025, Ecography)"
"Crotalus stejnegeri",7.7,"Mancini et al. (2025, Ecography)"
"Crotalus tancitarensis",6.2,"Mancini et al. (2025, Ecography)"
"Crotalus tigris",8,"Mancini et al. (2025, Ecography)"
"Crotalus transversus",7.1,"Mancini et al. (2025, Ecography)"
"Crotalus triseriatus",7.2,"Mancini et al. (2025, Ecography)"
"Mixcoatlus melanurus",5.9,"Mancini et al. (2025, Ecography)"
"Ophryacus undulatus",6.8,"Mancini et al. (2025, Ecography)"
"Porthidium dunni",4.9,"Mancini et al. (2025, Ecography)"
"Porthidium hespere",5.1,"Mancini et al. (2025, Ecography)"
"Porthidium nasutum",5.5,"Mancini et al. (2025, Ecography)"
"Porthidium yucatanicum",5.1,"Mancini et al. (2025, Ecography)"
"Sistrurus miliarius",7.9,"Mancini et al. (2025, Ecography)"
"Xenosaurus newmanorum",4.7,"Mancini et al. (2025, Ecography)"
"Xenosaurus penai",3.6,"Mancini et al. (2025, Ecography)"
"Xenosaurus phalaroanthereon",4.4,"Mancini et al. (2025, Ecography)"
"Xenosaurus platyceps",4.6,"Mancini et al. (2025, Ecography)"
"Xenosaurus rectocollaris",4.5,"Mancini et al. (2025, Ecography)"
"Darevskia praticola",3.8,"Mancini et al. (2025, Ecography)"
"Zamenis hohenackeri",8,"Mancini et al. (2025, Ecography)"
"Podarcis cretensis",4.8,"Mancini et al. (2025, Ecography)"
"Malpolon insignitus",9.8,"Mancini et al. (2025, Ecography)"
"Telescopus fallax",8.3,"Mancini et al. (2025, Ecography)"
"Eremias arguta",5,"Mancini et al. (2025, Ecography)"
"Elaphe quatuorlineata",15.9,"Mancini et al. (2025, Ecography)"
"Elaphe sauromates",10.6,"Mancini et al. (2025, Ecography)"
"Zamenis longissimus",11.6,"Mancini et al. (2025, Ecography)"
"Dolichophis caspius",14.4,"Mancini et al. (2025, Ecography)"
"Hemorrhois nummifer",8.3,"Mancini et al. (2025, Ecography)"
"Iberolacerta galani",6,"Mancini et al. (2025, Ecography)"
"Elaphe dione",8.2,"Mancini et al. (2025, Ecography)"
"Phoenicolacerta troodica",4.4,"Mancini et al. (2025, Ecography)"
"Platyceps najadum",9.8,"Mancini et al. (2025, Ecography)"
"Gloydius halys",9.3,"Mancini et al. (2025, Ecography)"
"Hemorrhois ravergieri",9.5,"Mancini et al. (2025, Ecography)"
"Eremias velox",4.8,"Mancini et al. (2025, Ecography)"
"Podarcis levendis",4.6,"Mancini et al. (2025, Ecography)"
"Eirenis modestus",7.3,"Mancini et al. (2025, Ecography)"
"Dolichophis jugularis",12.7,"Mancini et al. (2025, Ecography)"
"Acanthodactylus harranensis",4,"Mancini et al. (2025, Ecography)"
"Pseudocerastes fieldi",8.3,"Mancini et al. (2025, Ecography)"
"Lytorhynchus ridgewayi",5.5,"Mancini et al. (2025, Ecography)"
"Malpolon moilensis",8.2,"Mancini et al. (2025, Ecography)"
"Trapelus ruderatus",4.9,"Mancini et al. (2025, Ecography)"
"Microgecko helenae",2.7,"Mancini et al. (2025, Ecography)"
"Microgecko latifi",2.6,"Mancini et al. (2025, Ecography)"
"Eirenis rechingeri",4.7,"Mancini et al. (2025, Ecography)"
"Ophiomorus streeti",3.8,"Mancini et al. (2025, Ecography)"
"Lytorhynchus maynardi",3.4,"Mancini et al. (2025, Ecography)"
"Saara asmussi",7.2,"Mancini et al. (2025, Ecography)"
"Eremias pleskei",3.6,"Mancini et al. (2025, Ecography)"
"Stenodactylus slevini",4.3,"Mancini et al. (2025, Ecography)"
"Phrynocephalus scutellatus",2.9,"Mancini et al. (2025, Ecography)"
"Cyrtopodion sistanense",3.4,"Mancini et al. (2025, Ecography)"
"Darevskia daghestanica",4.8,"Mancini et al. (2025, Ecography)"
"Trapelus megalonyx",3.5,"Mancini et al. (2025, Ecography)"
"Mediodactylus russowii",3.2,"Mancini et al. (2025, Ecography)"
"Acanthodactylus grandis",4.2,"Mancini et al. (2025, Ecography)"
"Cyrtopodion gastrophole",2.8,"Mancini et al. (2025, Ecography)"
"Agamura persica",4.1,"Mancini et al. (2025, Ecography)"
"Hemidactylus persicus",3.8,"Mancini et al. (2025, Ecography)"
"Dolichophis schmidti",11.2,"Mancini et al. (2025, Ecography)"
"Acanthodactylus blanfordii",3.5,"Mancini et al. (2025, Ecography)"
"Paralaudakia microlepis",5.9,"Mancini et al. (2025, Ecography)"
"Cerastes gasperettii",8.2,"Mancini et al. (2025, Ecography)"
"Trapelus agilis",4.2,"Mancini et al. (2025, Ecography)"
"Mediodactylus spinicauda",3,"Mancini et al. (2025, Ecography)"
"Eirenis rothii",4.3,"Mancini et al. (2025, Ecography)"
"Telescopus tessellatus",6.9,"Mancini et al. (2025, Ecography)"
"Telescopus nigriceps",5.7,"Mancini et al. (2025, Ecography)"
"Platyceps rhodorachis",8.1,"Mancini et al. (2025, Ecography)"
"Darevskia steineri",3.7,"Mancini et al. (2025, Ecography)"
"Eublepharis angramainyu",6.1,"Mancini et al. (2025, Ecography)"
"Eirenis decemlineatus",6.8,"Mancini et al. (2025, Ecography)"
"Platyceps karelini",7,"Mancini et al. (2025, Ecography)"
"Mediodactylus heteropholis",2.4,"Mancini et al. (2025, Ecography)"
"Tenuidactylus fedtschenkoi",4.9,"Mancini et al. (2025, Ecography)"
"Psammophis lineolatus",6.7,"Mancini et al. (2025, Ecography)"
"Bunopus crassicauda",3.4,"Mancini et al. (2025, Ecography)"
"Apathya yassujica",3.5,"Mancini et al. (2025, Ecography)"
"Mediodactylus aspratilis",2,"Mancini et al. (2025, Ecography)"
"Ablepharus chernovi",4.2,"Mancini et al. (2025, Ecography)"
"Scincus scincus",5.1,"Mancini et al. (2025, Ecography)"
"Cyrtopodion brevipes",2.7,"Mancini et al. (2025, Ecography)"
"Eremias scripta",3.4,"Mancini et al. (2025, Ecography)"
"Acanthodactylus tristrami",4.7,"Mancini et al. (2025, Ecography)"
"Eirenis punctatolineatus",6.5,"Mancini et al. (2025, Ecography)"
"Timon princeps",6,"Mancini et al. (2025, Ecography)"
"Phrynocephalus luteoguttatus",2.4,"Mancini et al. (2025, Ecography)"
"Eremias andersoni",2.2,"Mancini et al. (2025, Ecography)"
"Microgecko persicus",2.9,"Mancini et al. (2025, Ecography)"
"Darevskia rudis",5.1,"Mancini et al. (2025, Ecography)"
"Eirenis thospitis",6.6,"Mancini et al. (2025, Ecography)"
"Saara loricata",7,"Mancini et al. (2025, Ecography)"
"Rhynchocalamus melanocephalus",5.9,"Mancini et al. (2025, Ecography)"
"Darevskia mixta",5.1,"Mancini et al. (2025, Ecography)"
"Eirenis collaris",4.7,"Mancini et al. (2025, Ecography)"
"Pseudocerastes persicus",9.3,"Mancini et al. (2025, Ecography)"
"Paralaudakia erythrogaster",6.3,"Mancini et al. (2025, Ecography)"
"Acanthodactylus micropholis",3.2,"Mancini et al. (2025, Ecography)"
"Mediodactylus sagittifer",2.2,"Mancini et al. (2025, Ecography)"
"Lycodon striatus",4.6,"Mancini et al. (2025, Ecography)"
"Scincus mitranus",6.1,"Mancini et al. (2025, Ecography)"
"Darevskia portschinskii",3.8,"Mancini et al. (2025, Ecography)"
"Ptyodactylus puiseuxi",4.7,"Mancini et al. (2025, Ecography)"
"Acanthodactylus opheodurus",3.1,"Mancini et al. (2025, Ecography)"
"Stenodactylus affinis",3,"Mancini et al. (2025, Ecography)"
"Eremias grammica",4.5,"Mancini et al. (2025, Ecography)"
"Eirenis coronella",3.7,"Mancini et al. (2025, Ecography)"
"Pseudocerastes urarachnoides",6.1,"Mancini et al. (2025, Ecography)"
"Ophiomorus nuchalis",3.9,"Mancini et al. (2025, Ecography)"
"Cyrtopodion kachhense",3.2,"Mancini et al. (2025, Ecography)"
"Tenuidactylus turcmenicus",4.3,"Mancini et al. (2025, Ecography)"
"Asaccus griseonotus",3.7,"Mancini et al. (2025, Ecography)"
"Walterinnesia aegyptia",7,"Mancini et al. (2025, Ecography)"
"Ophiomorus chernovi",3.8,"Mancini et al. (2025, Ecography)"
"Boiga trigonata",7.2,"Mancini et al. (2025, Ecography)"
"Laudakia melanura",5.3,"Mancini et al. (2025, Ecography)"
"Mesalina watsonana",3.1,"Mancini et al. (2025, Ecography)"
"Vipera eriwanensis",10,"Mancini et al. (2025, Ecography)"
"Ophiomorus brevipes",3.7,"Mancini et al. (2025, Ecography)"
"Stenodactylus grandiceps",3.2,"Mancini et al. (2025, Ecography)"
"Ophiomorus tridactylus",3.7,"Mancini et al. (2025, Ecography)"
"Platyceps ventromaculatus",7,"Mancini et al. (2025, Ecography)"
"Eremias acutirostris",3.6,"Mancini et al. (2025, Ecography)"
"Eremias lalezharica",4.8,"Mancini et al. (2025, Ecography)"
"Laudakia nupta",5.6,"Mancini et al. (2025, Ecography)"
"Telescopus rhinopoma",7,"Mancini et al. (2025, Ecography)"
"Echis carinatus",7.5,"Mancini et al. (2025, Ecography)"
"Acanthodactylus schmidti",4.3,"Mancini et al. (2025, Ecography)"
"Xerotyphlops wilsoni",4.2,"Mancini et al. (2025, Ecography)"
"Pseudoceramodactylus khobarensis",3.7,"Mancini et al. (2025, Ecography)"
"Eirenis persicus",7.6,"Mancini et al. (2025, Ecography)"
"Oligodon taeniolatus",5.5,"Mancini et al. (2025, Ecography)"
"Darevskia chlorogaster",4.4,"Mancini et al. (2025, Ecography)"
"Tenuidactylus longipes",3.8,"Mancini et al. (2025, Ecography)"
"Eristicophis macmahoni",7.7,"Mancini et al. (2025, Ecography)"
"Cyrtopodion agamuroides",3,"Mancini et al. (2025, Ecography)"
"Eirenis aurolineatus",5.8,"Mancini et al. (2025, Ecography)"
"Eryx elegans",7.9,"Mancini et al. (2025, Ecography)"
"Eremias lineolata",3,"Mancini et al. (2025, Ecography)"
"Teratoscincus bedriagai",4.2,"Mancini et al. (2025, Ecography)"
"Bunopus tuberculatus",2.7,"Mancini et al. (2025, Ecography)"
"Eirenis medus",4.5,"Mancini et al. (2025, Ecography)"
"Asaccus kurdistanensis",4.6,"Mancini et al. (2025, Ecography)"
"Darevskia dryada",4.6,"Mancini et al. (2025, Ecography)"
"Acanthodactylus orientalis",3,"Mancini et al. (2025, Ecography)"
"Acanthodactylus robustus",3.8,"Mancini et al. (2025, Ecography)"
"Eurylepis taeniolatus",7.5,"Mancini et al. (2025, Ecography)"
"Trapelus rubrigularis",4,"Mancini et al. (2025, Ecography)"
"Mesalina brevirostris",3,"Mancini et al. (2025, Ecography)"
"Mediodactylus heterocercus",3.4,"Mancini et al. (2025, Ecography)"
"Teratoscincus microlepis",4.1,"Mancini et al. (2025, Ecography)"
"Phrynocephalus maculatus",3.9,"Mancini et al. (2025, Ecography)"
"Eryx johnii",7.2,"Mancini et al. (2025, Ecography)"
"Vipera lotievi",11.6,"Mancini et al. (2025, Ecography)"
"Phrynocephalus arabicus",2.8,"Mancini et al. (2025, Ecography)"
"Eryx jayakari",6,"Mancini et al. (2025, Ecography)"
"Asaccus elisae",3.7,"Mancini et al. (2025, Ecography)"
"Letheobia episcopus",4.6,"Mancini et al. (2025, Ecography)"
"Ophiomorus persicus",3.6,"Mancini et al. (2025, Ecography)"
"Asaccus nasrullahi",3.6,"Mancini et al. (2025, Ecography)"
"Rhinogekko misonnei",3.7,"Mancini et al. (2025, Ecography)"
"Eremias intermedia",3.5,"Mancini et al. (2025, Ecography)"
"Ablepharus pannonicus",3.5,"Mancini et al. (2025, Ecography)"
"Cyrtopodion scabrum",3,"Mancini et al. (2025, Ecography)"
"Rhinogekko femoralis",3.5,"Mancini et al. (2025, Ecography)"
"Eirenis eiselti",4.9,"Mancini et al. (2025, Ecography)"
"Crossobamon eversmanni",3.9,"Mancini et al. (2025, Ecography)"
"Vipera orlovi",10.2,"Mancini et al. (2025, Ecography)"
"Spalerosophis microlepis",8.6,"Mancini et al. (2025, Ecography)"
"Walterinnesia morgani",6.4,"Mancini et al. (2025, Ecography)"
"Ophiomorus blanfordi",3.5,"Mancini et al. (2025, Ecography)"
"Asaccus kermanshahensis",4.5,"Mancini et al. (2025, Ecography)"
"Eremias nigrocellata",4.4,"Mancini et al. (2025, Ecography)"
"Eirenis coronelloides",3.7,"Mancini et al. (2025, Ecography)"
